112,催眠鎮静剤，抗不安剤,620049101,ロラゼパム錠０．５ｍｇ「サワイ」,錠,1124022F1016,5.1,1,126467307,0,2684,44143,408581,1253286,2416643,3303284,4380573,5565812,6736392,5858417,4602610,3186486,2604150,2637529,1812882,1315934,756936,290744,47216,4010,0,0,76222,798845,2529588,3945555,5016073,6179408,7422149,8659149,7371900,6283841,5140671,5181812,6206235,5248921,4383705,3077773,1344953,329370,41025
,,611170508,ソラナックス０．４ｍｇ錠,錠,1124023F1037,7.5,0,108327247,0,0,13827,89333,251788,509834,1096200,2076712,3353345,4619884,4580590,4135149,3019108,2649108,2929978,2396372,1947770,1260417,414651,65629,4839,0,0,19360,176800,464567,1013585,1985071,3546104,5419801,7426657,7150538,6340427,5314618,5620267,7739878,7398774,6480172,4546621,1853733,382279,32044
,,620049901,アルプラゾラム錠０．４ｍｇ「サワイ」,錠,1124023F1010,5.7,1,106346298,0,1204,32241,208649,639337,1368174,2159690,3049893,4325304,5597165,5122224,4365697,3263301,2720645,2899317,2120516,1686000,1058090,359819,63939,3319,0,1088,48822,447762,1465202,2509476,3307377,4491568,5729205,6923604,5987310,5159003,4316023,4467424,5635549,4924881,4393705,3436025,1564199,435273,58270
,,610443047,マイスリー錠５ｍｇ,錠,1129009F1025,33.9,0,100604461,0,0,16287,68544,174873,289392,540991,797896,1141324,1541509,1714725,1882539,1784735,2154461,3431650,4403303,4226877,2733428,993999,159969,9771,0,0,22994,118295,258098,544874,1018943,1534454,2199871,2960424,3145923,3570084,3909263,5417909,9530201,12599949,12342410,8836023,3668195,774228,84609
,,622148801,ルネスタ錠１ｍｇ,錠,1129010F1028,47.3,0,98991446,0,2993,33345,169207,464088,855647,1137100,1416488,1849949,2355403,2396001,2383640,2111987,2513338,3974387,4717341,4639875,3474668,1568000,316435,20712,0,2032,54149,360019,946887,1435318,1688318,1966681,2379937,2883345,2758014,2864034,2847631,3712065,6244649,8170101,9225564,8523665,4922940,1422024,183330
,,610444126,フルニトラゼパム錠１ｍｇ「アメル」,錠,1124008F1016,5.7,1,85527817,0,2165,10712,82311,406869,936815,1615847,2386295,3497002,4661395,4683288,4298529,3285729,3106049,3605532,3028281,2280392,1378067,504424,92147,10091,0,1955,11681,165794,819556,1549771,2029098,2672386,3465663,4416651,4053283,3782092,3225557,3397758,4271349,3948363,3440421,2622305,1348922,377187,55910
,,622148901,ルネスタ錠２ｍｇ,錠,1129010F2024,75.2,0,80047042,0,0,14503,116884,423693,762877,1018214,1208839,1689936,2211692,2256634,2340508,2281375,2800389,4059180,4256961,3627678,2415581,949546,161116,10728,0,0,21157,218736,728672,1125589,1254037,1500961,1883854,2401136,2417654,2566195,2733867,3599527,5519368,6498885,6348911,5205110,2655649,680499,79531
,,621920901,ブロチゾラムＯＤ錠０．２５ｍｇ「サワイ」,錠,1124009F2017,10.1,1,73639503,0,0,11216,51704,185062,386571,584305,813753,1164706,1669702,1838099,2006113,2111233,2843290,4470325,4684480,3960321,2662530,1004237,181405,18043,0,0,10478,96749,375638,631542,802224,1014426,1343102,1829346,1905551,2089321,2310115,3122048,5248571,6164910,6319608,5556240,3106060,943392,121573
,,611120055,ハルシオン０．２５ｍｇ錠,錠,1124007F2026,12.4,0,59062966,0,0,2752,24853,83241,209588,434624,750971,1189144,1824962,2045105,2179626,1912115,2046497,3147970,3085993,2675823,1774188,617127,98950,7718,0,0,4124,33143,161506,398383,700908,1070406,1495658,2262121,2190121,2194621,1971575,2429086,4018702,4926314,4919188,3926946,1818078,389656,40801
,,610443048,マイスリー錠１０ｍｇ,錠,1129009F2021,54.6,0,58793570,0,0,2416,25727,105956,284727,584365,929319,1185848,1531032,1556423,1663745,1475276,1727574,2576667,2972826,2455045,1417293,417146,60199,3592,0,0,1959,31086,184034,500509,982916,1471752,2072245,2489799,2383407,2423489,2390082,2980387,4817914,5691801,4904482,3164481,1105557,199684,22681
