112,催眠鎮静剤，抗不安剤,661120012,ダイアップ坐剤１０　１０ｍｇ,個,1124701J3025,75.6,0,512229,3710,18725,20238,27159,28139,25662,25034,22353,18569,14550,9797,8443,6240,6247,8840,8091,6911,6504,3024,0,0,1917,13662,16223,20144,20611,23577,25158,17811,17181,17074,11207,6765,4519,6428,9592,7011,7753,6858,5969,3092,0
,,661120011,ダイアップ坐剤６　６ｍｇ,個,1124701J2029,64.7,0,402195,85939,44723,12510,9664,6337,5846,5514,4633,5279,6526,1809,1711,1932,3183,5511,5372,5818,4633,2646,0,0,53672,31075,11350,7774,7055,5715,6643,6263,6275,5304,3297,1904,2581,4019,4986,4848,5342,6145,4731,2340,0
,,661120010,ダイアップ坐剤４　４ｍｇ,個,1124701J1022,57.4,0,265351,90614,12082,3671,3151,2396,2225,0,1023,2615,1576,0,0,0,1710,1890,2147,2179,2788,1313,0,0,73877,10681,4646,4562,3775,3527,2247,2214,1963,1987,0,0,1549,1239,1882,2385,2827,4309,3248,1805,0
,,620055903,ブロマゼパム坐剤３ｍｇ「サンド」,個,1124700J1044,90.6,0,84308,0,0,0,0,0,0,0,0,0,0,1248,0,1936,2660,6338,6284,6132,6000,3153,0,0,0,0,0,0,0,0,0,0,1466,1720,2217,2034,3629,2952,4023,4588,4939,5148,5949,2414,0
,,661120002,エスクレ坐剤「５００」　５００ｍｇ,個,1123700J2027,45.4,0,53400,0,2630,3862,4502,2200,2176,3127,3844,0,1710,2188,0,0,0,0,0,0,0,0,0,0,0,1814,1375,2736,5190,1343,2205,1356,1422,1680,0,0,0,0,0,0,0,0,0,0,0
,,661120009,ワコビタール坐剤５０　５０ｍｇ,個,1125700J4032,55.5,0,38859,0,1515,1743,3237,1003,0,0,0,3547,1442,0,0,0,0,1511,1213,0,0,0,0,0,0,2729,1402,0,1186,0,0,1248,0,0,0,0,0,0,0,0,1377,1851,1493,0,0
,,661120006,ワコビタール坐剤１００　１００ｍｇ,個,1125700J5039,70.7,0,38330,0,1727,0,0,0,0,0,0,0,1056,1009,0,1020,1874,2563,2111,2398,2312,0,0,0,0,0,0,0,1194,0,0,0,0,0,0,0,1019,1411,1807,1579,1633,2296,1197,0,0
,,661120001,エスクレ坐剤「２５０」　２５０ｍｇ,個,1123700J1020,34.9,0,34549,1477,2337,3766,1216,0,0,1305,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,2208,1643,1388,1275,4605,0,0,0,0,0,0,2305,1711,0,0,0,1047,0,0,0,0
,,620002623,エスクレ注腸用キット「５００」　５００ｍｇ,筒,1123700X1023,361.4,0,31010,0,1731,3834,3920,1432,1533,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2162,2287,4234,2452,1708,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,620055901,セニラン坐剤３ｍｇ,個,1124700J1036,91.6,0,30018,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,1843,2171,1975,2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217,1130,1531,1991,2231,2269,1132,0
,,661120008,ワコビタール坐剤３０　３０ｍｇ,個,1125700J3028,44.3,0,26297,3382,1123,0,0,0,0,0,0,1474,0,0,0,1732,0,0,0,0,0,0,0,0,1627,1732,1640,0,0,0,1518,0,1092,0,0,0,0,0,0,0,1092,1680,0,0,0
,,661120007,ワコビタール坐剤１５　１５ｍｇ,個,1125700J1025,31.4,0,7115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,661120005,ルピアール坐剤５０　５０ｍｇ,個,1125700J4024,51.7,0,5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,661120003,ルピアール坐剤１００　１００ｍｇ,個,1125700J5020,63.3,0,3674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,661120004,ルピアール坐剤２５　２５ｍｇ,個,1125700J2021,37.9,0,3141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,抗てんかん剤,622832601,ブコラム口腔用液５ｍｇ　１ｍＬ,筒,1139700Q2025,1977.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,622832801,ブコラム口腔用液１０ｍｇ　２ｍＬ,筒,1139700Q4028,3474.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,622832701,ブコラム口腔用液７．５ｍｇ　１．５ｍＬ,筒,1139700Q3021,2750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,622832501,ブコラム口腔用液２．５ｍｇ　０．５ｍＬ,筒,1139700Q1029,1125.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,解熱鎮痛消炎剤,661140081,ボルタレンサポ５０ｍｇ,個,1147700J3084,44.7,0,5105127,0,0,0,6484,14149,26872,46979,79401,122785,186335,203773,214572,223870,242752,302665,265239,212489,138726,42953,5581,0,0,0,0,4883,9022,17249,28576,50339,90458,146146,169052,194364,205972,256375,359787,418512,391863,303208,104246,15794,1860
,,661140080,ボルタレンサポ２５ｍｇ,個,1147700J2061,38.8,0,4429915,0,0,2380,2962,3327,4891,9632,13149,19533,32267,38606,44142,56702,85692,132836,153662,194000,149956,76838,14063,1226,0,0,2814,6910,9149,13146,16513,30603,45691,67504,80199,88311,115322,190266,337237,519838,698190,709733,362029,87558,12404
,,620002621,アンヒバ坐剤小児用１００ｍｇ,個,1141700J2130,19.7,0,4008284,2049932,17541,1124,0,0,0,0,0,0,0,0,0,0,0,0,1090,1505,1905,1882,1011,0,1879434,14415,0,0,0,0,0,0,0,0,0,0,0,0,0,2631,4379,7831,7859,4935,1343
,,620002622,アンヒバ坐剤小児用２００ｍｇ,個,1141700J3110,24.8,0,1967993,583099,169044,10885,3005,3127,2429,2647,2148,2076,2376,2877,2998,7648,11580,19709,25258,39514,45022,30235,10856,1804,406658,126166,8414,4148,2465,2614,4198,2342,3512,5810,3939,3941,8437,13626,20567,36526,64688,102533,101393,53893,13789
,,621362353,ジクロフェナクナトリウム坐剤５０ｍｇ「日医工」,個,1147700J3254,20.3,1,1822427,0,0,0,2977,8197,17815,28868,43691,63921,90698,89988,97842,95829,97807,121909,89098,67114,43894,12250,1374,0,0,0,0,2128,5780,8959,13846,24586,36152,54297,60831,72951,73970,84748,105984,111968,102400,65503,21201,2760,0
,,621939701,ジクロフェナクナトリウム坐剤５０ｍｇ「ＪＧ」,個,1147700J3238,20.3,1,1709771,0,0,0,3596,8348,15501,27477,39601,57809,87405,92108,95706,93611,96480,113489,84723,62122,35646,11130,1636,0,0,0,0,2122,4565,8846,13519,22901,33151,52647,61287,60515,64288,78640,103567,102605,93519,58538,19767,2465,0
,,621362323,ジクロフェナクＮａ坐剤５０ｍｇ「日新」,個,1147700J3270,20.3,1,1497989,0,0,0,2455,6429,11253,19976,32871,45638,64865,67039,71322,73692,84705,104989,71575,59591,38116,10128,1245,0,0,0,0,1663,3856,6136,9303,16917,24600,44903,49437,54824,56455,76471,95535,98713,101563,66954,20494,3349,0
,,660454001,アルピニー坐剤１００　１００ｍｇ,個,1141700J2092,19.7,0,1411495,723670,7905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659337,6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195,2322,1469,0
,,621362236,ジクロフェナクナトリウム坐剤２５ｍｇ「日医工」,個,1147700J2231,20.3,1,1376410,0,0,0,0,1248,1937,3169,4799,8266,11260,14451,17376,21732,34468,53542,54683,57721,49280,21820,3990,0,0,0,0,2286,3437,4666,6214,11523,16356,21021,27391,31700,41360,64778,110535,162047,196472,189704,98798,23104,2268
,,621939601,ジクロフェナクナトリウム坐剤２５ｍｇ「ＪＧ」,個,1147700J2207,20.3,1,1333990,0,0,0,0,1135,1912,3080,4418,7014,11875,12979,17912,18260,30726,45629,56477,58335,51790,20922,2750,0,0,0,0,3042,3458,4245,6207,10239,13959,23235,25098,27165,40415,54913,110902,147555,201586,193392,92765,25875,1578
,,621362217,ジクロフェナクＮａ坐剤２５ｍｇ「日新」,個,1147700J2258,20.3,1,1168570,0,0,0,0,0,1334,1870,3702,5488,8395,8532,11766,15553,23695,39765,46443,54971,43298,21407,4175,0,0,0,0,1497,2980,3417,4866,7218,12774,15927,16742,24527,33678,46325,87737,131886,185946,186839,85696,24799,2424
,,621362360,ジクロフェナクＮａ坐剤５０ｍｇ「武田テバ」,個,1147700J3297,20.3,1,957274,0,0,0,1356,3641,8002,12356,19483,31912,43214,45858,46958,48075,52730,61695,53743,37659,20612,7114,0,0,0,0,0,1237,2285,3532,6486,10637,15620,26725,31465,30564,37741,40872,63066,68243,63397,43130,14602,2083,0
,,621362242,ジクロフェナクＮａ坐剤２５ｍｇ「武田テバ」,個,1147700J2266,20.3,1,720565,0,0,0,0,0,1359,1562,2548,3869,5645,7760,8158,10008,16033,24529,26584,32653,24856,12929,1681,0,0,0,0,0,1445,1603,3077,5451,6841,11567,13425,15900,19683,40567,54593,83707,101326,114001,51274,11496,1093
,,622060902,アセトアミノフェン坐剤小児用２００ｍｇ「ＪＧ」,個,1141700J3013,20.3,1,695088,270170,60864,3013,0,0,0,0,0,0,0,0,0,1351,1322,4608,7328,7672,8465,4285,1650,0,186945,47024,2423,0,0,0,0,0,0,0,0,0,1268,2509,7344,10307,13485,14995,15222,8761,2269
,,622060802,アセトアミノフェン坐剤小児用１００ｍｇ「ＪＧ」,個,1141700J2017,19.7,0,627125,322470,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298909,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,661140091,アルピニー坐剤２００　２００ｍｇ,個,1141700J3021,24.3,0,544586,164753,50592,3640,1430,0,0,0,0,0,0,0,1766,2363,2787,6250,7314,10688,11527,7725,3055,0,112044,36744,2468,1349,0,0,1818,0,0,1723,1344,1270,2846,3454,6926,11838,15678,24815,23863,11256,3355
,,620084701,ジクロフェナクナトリウム坐剤５０ｍｇ「ゼリア」,個,1147700J3300,20.3,1,513407,0,0,0,0,1905,3697,5675,9257,12339,19905,20614,23981,27466,26868,35070,24527,19544,10922,3744,0,0,0,0,0,0,1448,2930,3594,5419,11182,15906,17992,19078,20219,29184,33073,38590,36292,22022,8005,0,0
,,620083001,ジクロフェナクナトリウム坐剤２５ｍｇ「ゼリア」,個,1147700J2274,20.3,1,459952,0,0,0,0,0,0,0,1119,2465,3374,2316,5722,5671,11799,14520,16619,18479,20265,7458,1522,0,0,0,0,0,0,0,2169,1878,3729,5716,6880,7272,12653,19965,37388,49924,76582,73226,37516,7743,1809
,,661140180,カロナール坐剤１００　１００ｍｇ,個,1141700J2050,19.7,0,423304,212675,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198720,1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713,1403,0,0
,,622057601,ノルスパンテープ５ｍｇ,枚,1149704S1020,1588.3,0,380802,0,0,0,0,0,0,0,1120,2114,3468,5127,6344,7034,9530,14658,20226,21468,18807,9339,2249,0,0,0,0,0,0,0,0,1759,3230,6785,6245,7212,7822,10798,22694,34371,50909,54939,37651,10358,1345
,,661140079,ボルタレンサポ１２．５ｍｇ,個,1147700J1057,34.0,0,327521,0,0,0,0,0,0,0,0,0,1055,1119,0,1670,3392,5635,8630,11185,14160,9112,2670,0,0,0,0,0,0,0,0,1203,1786,1772,2844,5378,3157,9518,13540,26033,48270,69640,53847,20770,4209
,,661140242,インテバン坐剤５０　５０ｍｇ,個,1145700J3012,19.7,0,321324,0,0,0,0,0,1172,1463,2942,4419,6918,7971,10001,10621,16700,11974,16096,10601,7457,2369,0,0,0,0,0,0,0,0,1185,1819,3424,8514,11602,17086,14813,23855,32202,35078,24868,21387,10781,0,0
,,621557001,アセトアミノフェン坐剤小児用２００ｍｇ「ＴＹＫ」,個,1141700J3013,20.3,1,313358,120664,27638,1139,0,0,0,0,0,0,0,0,0,0,1446,2088,2735,3240,3564,1883,0,0,86570,21417,0,0,0,0,0,0,0,0,0,0,1240,0,3382,4280,5789,6631,6380,2946,1163
,,661140181,カロナール坐剤２００　２００ｍｇ,個,1141700J3048,25.4,0,282820,64695,20648,1483,0,0,0,0,0,0,1208,0,0,1306,2801,4059,5140,7821,9690,5735,2126,0,44646,15683,1185,0,0,0,0,0,1113,1943,0,1085,1994,3015,7306,7779,13517,20373,19205,7816,1963
,,620002620,アンヒバ坐剤小児用５０ｍｇ,個,1141700J1045,19.7,0,251414,114728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
