112,催眠鎮静剤，抗不安剤,611170508,ソラナックス０．４ｍｇ錠,錠,1124023F1037,7.5,0,31203869,0,0,3588,33235,85656,193712,369253,588933,954999,1262121,1296062,1274994,1058664,992328,1115991,887841,728763,442154,162411,18850,1992,0,0,8721,61037,186319,326991,505898,812794,1187475,1589344,1528229,1535828,1466358,1661914,2384521,2239154,2049021,1450383,595101,125331,16878
,,610443047,マイスリー錠５ｍｇ,錠,1129009F1025,33.9,0,27662810,0,0,3096,12194,50388,108499,162355,245194,339450,514398,553068,659260,695466,868212,1294836,1432990,1223481,756612,274222,42766,2242,0,0,4919,29456,88555,175231,325911,421155,600713,785286,875921,1027844,1120226,1559828,2546542,3005493,2808188,1997146,850430,184054,16736
,,611120055,ハルシオン０．２５ｍｇ錠,錠,1124007F2026,12.4,0,22316883,0,0,0,6775,31862,72032,143898,247682,404357,610213,696880,763008,754701,947380,1372587,1281042,1110582,672517,228113,33912,1958,0,0,0,8714,55716,119300,196546,308924,425970,618494,713550,747113,760402,1030865,1701713,1950780,1968712,1525310,642506,147027,14052
,,610443048,マイスリー錠１０ｍｇ,錠,1129009F2021,54.6,0,20805604,0,0,0,6935,35342,88983,167258,266816,357431,465901,574081,597280,617432,751015,1137504,1160300,904165,511435,164239,19662,1012,0,0,0,12077,63095,167936,275249,386598,567566,741993,771146,845663,859271,1164225,1821085,1987672,1753541,1072326,414148,66104,7406
,,620004625,レンドルミン錠０．２５ｍｇ,錠,1124009F1223,21.3,0,19820039,0,0,0,6469,23906,56771,106948,145042,243082,376313,432600,493088,526286,718261,1121062,1248097,1103642,735918,244157,37875,1074,0,0,1177,10467,40823,74894,117909,162109,283841,417114,473784,568914,641800,975439,1738324,2155368,2123684,1588014,663124,144000,18165
,,610463223,レンドルミンＤ錠０．２５ｍｇ,錠,1124009F2025,21.3,0,18286671,0,0,0,4292,18144,45871,66832,111575,173410,269147,326350,399232,469828,695665,1137416,1268136,1157935,729855,254488,44540,2563,0,0,0,9029,31964,48945,82400,131277,208603,325719,367060,452882,541763,883638,1634959,1985423,2054031,1537718,657984,143360,12804
,,622148801,ルネスタ錠１ｍｇ,錠,1129010F1028,47.3,0,16779318,0,0,3333,27990,66569,135066,209024,285289,364129,502666,499553,500912,481818,554467,764863,878005,760465,504682,216270,35743,2198,0,0,5352,45608,133960,217678,263449,320720,424687,524810,545083,531039,534613,686172,1091846,1366026,1380688,1177137,579326,143464,14416
,,620049101,ロラゼパム錠０．５ｍｇ「サワイ」,錠,1124022F1016,5.1,1,16603900,0,0,2501,41483,130082,261463,384720,509173,761824,923808,784166,692912,524729,420940,432518,277994,219816,114023,30630,5147,0,0,0,6001,82757,214245,346045,520080,705855,896366,1080136,915767,829883,733944,815395,980366,762448,615598,393007,150565,34623,2212
,,611170499,コンスタン０．４ｍｇ錠,錠,1124023F1029,7.5,0,13746992,0,0,0,7313,30439,64220,110534,183113,335048,451545,503535,512762,425318,435009,567633,452510,366305,235517,81047,12606,0,0,0,0,21217,51446,102804,184171,286778,404845,568165,578952,631236,617497,787331,1223988,1218400,1113048,780385,323773,70158,6542
,,611120087,サイレース錠１ｍｇ,錠,1124008F1024,12.0,0,13126811,0,0,1275,6917,30212,82330,158911,253615,415157,592040,580788,599699,527122,545626,712825,622586,499319,323443,115938,16271,0,0,0,1304,16017,55084,115092,178059,290213,398399,555066,522910,525328,512694,583859,816837,868978,756499,546684,235389,58613,4614
